"Sample"	"Contamination Status"	"Contamination Level"	"Distance"	"Sample Coverage"
"HG00473_46.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_46.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.1.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.2.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_47.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_48.0.4.bam"	"ND"	"ND"	"0"	"3"
"HG00473_48.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_48.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_48.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_48.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_48.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_48.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_49.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_49.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_49.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_49.0.6.bam"	"ND"	"ND"	"0"	"3"
"HG00473_49.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_49.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_49.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_49.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_5.0.1.bam"	"ND"	"ND"	"0"	"2"
"HG00473_5.0.2.bam"	"ND"	"ND"	"0"	"2"
"HG00473_5.0.3.bam"	"ND"	"ND"	"0"	"3"
"HG00473_5.0.4.bam"	"ND"	"ND"	"0"	"3"
"HG00473_5.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_5.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_5.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_5.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_5.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_5.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_50.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_50.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_50.0.8.bam"	"ND"	"ND"	"0"	"3"
"HG00473_50.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_50.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.1.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.2.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_51.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.1.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.2.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_52.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_53.0.2.bam"	"ND"	"ND"	"0"	"2"
"HG00473_53.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_53.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_53.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_53.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_53.0.7.bam"	"ND"	"ND"	"0"	"2"
